customer_id,monto_total,monto_promedio,num_transacciones_monto,monto_std,comision_total,total_transacciones
2122.0,744.08,744.08,1,,3.97,1
2124.0,106.85,53.42,2,15.79,2.73,2
2125.0,6547.03,3273.52,2,859.18,6.58,2
2130.0,429.83,429.83,1,,0.56,1
2132.0,455.63,455.63,1,,3.94,1
2134.0,1181.59,590.8,2,490.21,7.8,2
2135.0,813.51,813.51,1,,2.45,1
2136.0,11549.15,5774.57,2,6940.61,1.93,2
2137.0,1150.14,1150.14,1,,0.55,1
2138.0,1481.39,1481.39,1,,2.61,1
2140.0,2049.75,1024.88,2,1157.69,2.09,2
2141.0,3268.55,1089.52,3,1693.46,3.84,3
2148.0,7671.97,7671.97,1,,0.22,1
2150.0,182.24,182.24,1,,1.76,1
2151.0,23.84,23.84,1,,1.66,1
2154.0,69.55,69.55,1,,0.34,1
2159.0,136.43,136.43,1,,0.96,1
2161.0,34.13,34.13,1,,0.63,1
2165.0,609.78,609.78,1,,0.01,1
2167.0,23.2,23.2,1,,1.41,1
2169.0,27.39,27.39,1,,0.35,1
2170.0,700.45,700.45,1,,0.7,1
2171.0,604.94,604.94,1,,1.39,1
2177.0,5263.0,5263.0,1,,1.4,1
2179.0,210.6,210.6,1,,1.01,1
2181.0,58.25,58.25,1,,0.74,1
2184.0,3143.14,785.79,4,841.8,8.68,4
2185.0,155.95,155.95,1,,0.48,1
2186.0,1165.88,1165.88,1,,1.72,1
2191.0,6424.89,2141.63,3,3283.85,9.05,3
2192.0,2241.63,2241.63,1,,1.58,1
2196.0,333.37,333.37,1,,0.24,1
2198.0,229.55,229.55,1,,4.45,1
2200.0,262.27,262.27,1,,0.38,1
2202.0,2.55,2.55,1,,4.7,1
2205.0,221.52,110.76,2,113.18,3.63,2
2207.0,663.78,663.78,1,,5.73,1
2211.0,255.73,255.73,1,,2.15,1
2214.0,110.32,110.32,1,,2.53,1
2216.0,2967.62,2967.62,1,,1.44,1
2218.0,1420.8,710.4,2,423.26,1.18,2
2227.0,131.41,131.41,1,,1.76,1
2228.0,103.9,103.9,1,,3.1,1
2229.0,143.38,143.38,1,,4.05,1
2230.0,1013.21,506.6,2,639.09,7.88,2
2231.0,9398.09,9398.09,1,,2.46,1
2234.0,268.63,268.63,1,,0.89,1
2238.0,832.2,832.2,1,,5.25,1
2239.0,137.49,137.49,1,,1.58,1
2240.0,50.5,50.5,1,,0.58,1
2241.0,1198.77,1198.77,1,,0.05,1
2243.0,186.78,186.78,1,,0.83,1
2246.0,1026.75,1026.75,1,,1.77,1
2248.0,145.36,72.68,2,6.45,10.22,2
2251.0,1245.57,1245.57,1,,1.51,1
2252.0,365.16,121.72,3,130.82,8.97,3
2256.0,3860.25,1930.12,2,2458.57,4.22,2
2257.0,535.35,535.35,1,,0.73,1
2258.0,135.79,135.79,1,,0.22,1
2260.0,363.59,181.8,2,47.56,4.95,2
2262.0,1268.92,1268.92,1,,6.11,1
2265.0,883.3,883.3,1,,4.93,1
2266.0,2018.38,2018.38,1,,1.39,1
2267.0,1018.56,1018.56,1,,0.22,1
2268.0,314.11,314.11,1,,3.23,1
2269.0,890.05,445.02,2,153.74,2.67,2
2271.0,2070.13,2070.13,1,,0.85,1
2273.0,75.51,75.51,1,,4.46,1
2274.0,613.3,613.3,1,,2.98,1
2276.0,33.07,33.07,1,,0.83,1
2279.0,166.64,166.64,1,,5.3,1
2283.0,3681.19,1227.06,3,1622.07,7.2,3
2286.0,164.93,164.93,1,,5.48,1
2289.0,304.44,304.44,1,,0.13,1
2290.0,70.62,70.62,1,,0.61,1
2291.0,1675.63,1675.63,1,,0.25,1
2293.0,454.32,454.32,1,,2.42,1
2296.0,5025.14,2512.57,2,968.91,4.1,2
2300.0,272.35,272.35,1,,1.1,1
2301.0,1321.06,660.53,2,235.97,1.6,2
2304.0,1743.68,1743.68,1,,1.32,1
2306.0,415.18,207.59,2,119.98,4.91,2
2308.0,588.78,588.78,1,,1.41,1
2311.0,5.89,5.89,1,,1.2,1
2312.0,12555.81,6277.91,2,6667.39,4.54,2
2316.0,1568.12,784.06,2,415.32,4.6,2
2319.0,193.46,193.46,1,,0.5,1
2324.0,3476.51,3476.51,1,,1.05,1
2325.0,2684.66,2684.66,1,,1.33,1
2331.0,307.03,307.03,1,,0.43,1
2333.0,284.92,284.92,1,,0.08,1
2337.0,24.45,24.45,1,,3.55,1
2338.0,174.47,174.47,1,,0.32,1
2341.0,326.45,326.45,1,,0.43,1
2342.0,1385.91,692.95,2,2.8,3.09,2
2343.0,42.32,42.32,1,,3.73,1
2348.0,1155.03,1155.03,1,,3.06,1
2353.0,1509.94,754.97,2,484.47,4.27,2
2356.0,10258.11,10258.11,1,,1.67,1
2361.0,164.85,164.85,1,,0.17,1
2363.0,9497.51,9497.51,1,,9.51,1
2364.0,167.27,167.27,1,,1.55,1
2365.0,8297.72,4148.86,2,5491.55,2.88,2
2366.0,273.52,273.52,1,,1.27,1
2367.0,2144.76,1072.38,2,670.56,3.21,2
2371.0,1033.8,1033.8,1,,1.5,1
2375.0,1257.15,1257.15,1,,1.04,1
2376.0,26.09,26.09,1,,1.1,1
2377.0,98.27,98.27,1,,2.92,1
2378.0,1237.7,618.85,2,398.99,2.48,2
2380.0,1542.33,771.16,2,239.93,0.73,2
2381.0,1492.39,1492.39,1,,1.44,1
2382.0,787.55,787.55,1,,2.01,1
2384.0,862.83,862.83,1,,1.34,1
2386.0,19.3,19.3,1,,1.79,1
2387.0,1068.19,1068.19,1,,0.64,1
2388.0,4089.34,4089.34,1,,0.21,1
2389.0,282.4,141.2,2,193.66,4.89,2
2390.0,265.61,265.61,1,,0.89,1
2394.0,93.38,93.38,1,,1.64,1
2401.0,494.19,494.19,1,,1.62,1
2403.0,162.32,162.32,1,,0.91,1
2404.0,1648.49,1648.49,1,,1.39,1
2409.0,709.15,354.58,2,116.65,5.88,2
2422.0,547.25,547.25,1,,0.3,1
2424.0,494.82,494.82,1,,0.27,1
