id_transaccion,id_cliente,fecha,tipo,importe,moneda,estado,canal,pais,comision,año,mes,trimestre,dia_semana,monto_estandarizado,categoria_monto,es_fin_semana,dias_desde_anterior,rentabilidad
TXN_002260,1097.0,2023-12-30,pago,602.2691537803378,MXN,completada,app_movil,Chile,2.5859719322470696,2023,12,4,5,-0.20281730740126197,pequeña,True,,0.00429371472208958
TXN_000236,1098.0,2024-12-26,deposito,1564.4365805173757,USD,completada,cajero,Peru,0.6114067870745548,2024,12,4,3,0.09975008620350186,mediana,False,,0.000390815961917968
TXN_001466,1105.0,2024-07-04,transferencia,363.2006131041981,MXN,completada,web,Chile,0.0832964387096397,2024,7,3,3,-0.2779958503816441,pequeña,False,,0.00022934002780921215
TXN_001703,1105.0,2024-11-22,transferencia,415.091352864188,MXN,completada,app_movil,Argentina,4.981193982872435,2024,11,4,4,-0.26167806051980314,pequeña,False,141.0,0.012000235486722391
TXN_003300,1112.0,2023-01-23,transferencia,118.34778496715376,USD,completada,app_movil,Chile,0.3776582508043939,2023,1,1,0,-0.3549933457940804,pequeña,False,,0.0031910884594013246
TXN_002748,1115.0,2024-08-16,inversion,754.4537311650889,EUR,completada,web,Mexico,0.5782592421192623,2024,8,3,4,-0.15496067699931518,pequeña,False,,0.0007664608421066024
TXN_001428,1116.0,2023-04-02,retiro,493.83533661665706,USD,completada,app_movil,Peru,4.230270213461345,2023,4,2,6,-0.23691588164742278,pequeña,True,,0.008566155355434032
TXN_000793,1117.0,2024-06-25,pago,1116.355322866759,USD,completada,cajero,Chile,3.683000889011082,2024,6,2,1,-0.041155513469791336,mediana,False,,0.003299129599304702
TXN_004302,1124.0,2024-07-22,retiro,430.43919580800537,EUR,completada,web,Chile,1.588350430688594,2024,7,3,0,-0.2568517104398443,pequeña,False,,0.003690069227331861
TXN_000755,1125.0,2023-04-30,transferencia,258.0300246544239,MXN,completada,web,Chile,0.8977889263264045,2023,4,2,6,-0.3110682553985562,pequeña,True,,0.0034793971264731726
TXN_001604,1125.0,2024-09-28,retiro,595.4952844048775,CLP,pendiente,cajero,Chile,1.665608017576243,2024,9,3,5,-0.20494744810712928,pequeña,True,517.0,0.0027970129423288523
TXN_000919,1126.0,2024-08-08,pago,635.5290555662264,USD,completada,web,Argentina,0.5946278517672285,2024,8,3,3,-0.19235825265126463,pequeña,False,,0.0009356422756115269
TXN_004870,1126.0,2024-08-27,pago,21.35375466829123,EUR,completada,app_movil,Mexico,2.8794406816138656,2024,8,3,1,-0.38549451443400456,micro,False,19.0,0.13484470184953587
TXN_004102,1128.0,2024-09-19,transferencia,186.2163747725742,EUR,completada,app_movil,Chile,0.8185633513002161,2024,9,3,3,-0.3336510910529321,pequeña,False,,0.004395764616833113
TXN_004425,1129.0,2024-12-05,retiro,769.0328867974689,EUR,completada,app_movil,Mexico,1.9906135844786772,2024,12,4,3,-0.15037605170638993,pequeña,False,,0.002588463534723869
TXN_001200,1130.0,2024-06-13,pago,464.5665228042976,MXN,completada,app_movil,Argentina,1.0043257283111509,2024,6,2,3,-0.24611988134957546,pequeña,False,,0.0021618555772134943
TXN_000545,1133.0,2024-03-08,pago,652.0278574993213,EUR,completada,cajero,Chile,1.0774589403500467,2024,3,1,4,-0.18716996695401655,pequeña,False,,0.0016524737830717123
TXN_003507,1136.0,2024-04-27,retiro,782.7891565137504,EUR,completada,app_movil,Chile,3.199319854227912,2024,4,2,5,-0.14605019473169006,pequeña,True,,0.004087077379145725
TXN_000671,1137.0,2024-06-12,pago,219.4131030776891,MXN,pendiente,web,Peru,0.3053060836108388,2024,6,2,2,-0.323211902113075,pequeña,False,,0.0013914669603972418
TXN_002688,1138.0,2023-05-13,pago,63.65846154343361,MXN,completada,app_movil,Chile,0.2854625563576679,2023,5,2,5,-0.3721911905625724,micro,True,,0.004484282991396192
TXN_003303,1139.0,2024-12-29,retiro,16780.468282291284,EUR,completada,app_movil,Chile,2.0639545165221644,2024,12,4,6,4.884650224245109,grande,True,,0.00012299743259848662
TXN_004352,1140.0,2023-12-04,transferencia,107.79605269214753,EUR,completada,cajero,Chile,1.1273547148390008,2023,12,4,0,-0.35831148985481925,pequeña,False,,0.01045821889284378
TXN_001694,1140.0,2024-09-10,inversion,528.8707558358199,USD,completada,app_movil,Mexico,0.330294069896318,2024,9,3,1,-0.2258984898895853,pequeña,False,281.0,0.0006245270063653377
TXN_002411,1141.0,2024-01-01,pago,95.3726910115627,USD,completada,web,Chile,5.292937552695469,2024,1,1,0,-0.36221819471620836,micro,False,,0.05549741227343338
TXN_004013,1142.0,2024-10-23,retiro,5.913952946693685,MXN,completada,cajero,Mexico,2.2813974566424977,2024,10,4,2,-0.390349782274988,micro,False,,0.38576523641737104
TXN_004430,1143.0,2023-05-05,transferencia,2665.486468296505,MXN,completada,app_movil,Mexico,0.0608991114753567,2023,5,2,4,0.445991068299435,mediana,False,,2.2847278423543047e-05
TXN_001743,1145.0,2024-06-24,pago,313.40414277494784,MXN,completada,app_movil,Chile,0.4768309760450842,2024,6,2,0,-0.29365506708297606,pequeña,False,,0.0015214571569575307
TXN_001235,1145.0,2024-11-08,pago,564.1305203653575,USD,fallida,cajero,Chile,0.5838791343546681,2024,11,4,4,-0.21481054952041334,pequeña,False,137.0,0.0010350071717029606
TXN_003543,1146.0,2024-10-01,transferencia,321.51732824564954,EUR,completada,web,Chile,0.4446441539588379,2024,10,4,1,-0.29110375915725767,pequeña,False,,0.001382955489164539
TXN_001997,1147.0,2024-02-10,inversion,922.899503583689,USD,completada,cajero,Chile,6.641407710087647,2024,2,1,5,-0.10199047980891893,pequeña,True,,0.007196241502242179
TXN_001816,1148.0,2024-01-21,pago,1311.581866054202,USD,cancelada,web,Argentina,1.6355701028658982,2024,1,1,6,0.020236282483031127,mediana,True,,0.001247020979167996
TXN_003213,1152.0,2023-11-13,inversion,135.99644821811572,EUR,completada,app_movil,Chile,0.526109195388095,2023,11,4,0,-0.3494434696581143,pequeña,False,,0.00386855099733416
TXN_001126,1153.0,2023-07-20,pago,2736.3931998450835,EUR,completada,cajero,Mexico,1.7553292892879726,2023,7,3,3,0.46828871043271997,mediana,False,,0.0006414755340670149
TXN_000305,1154.0,2024-11-21,retiro,706.6108630033193,EUR,completada,app_movil,Argentina,1.3986717641540627,2024,11,4,3,-0.17000555538537096,pequeña,False,,0.0019794088053065955
TXN_002378,1155.0,2023-10-13,pago,350.762375627024,USD,completada,sucursal,Mexico,1.57321161908957,2023,10,4,4,-0.28190723315134386,pequeña,False,,0.004485120778068889
TXN_001518,1158.0,2023-09-28,transferencia,485.18390774532526,USD,completada,cajero,Colombia,0.3786050144968699,2023,9,3,3,-0.23963644795617112,pequeña,False,,0.0007803330004415584
TXN_002848,1159.0,2024-03-24,deposito,2271.909571583108,EUR,completada,app_movil,Chile,0.85539479413865,2024,3,1,6,0.3222251492790133,mediana,True,,0.0003765091730929217
TXN_003702,1160.0,2023-03-27,retiro,83.07937273857891,CLP,completada,web,Mexico,3.5323838522093887,2023,3,1,0,-0.36608400555666104,micro,False,,0.0425181815385696
TXN_002134,1161.0,2023-06-18,transferencia,7654.909937587053,USD,completada,app_movil,Peru,0.3690907893904209,2023,6,2,6,2.0149870795375766,mediana,True,,4.8216215788263615e-05
TXN_000059,1161.0,2023-11-01,pago,126.29180175892176,MXN,completada,app_movil,Chile,1.3853540423837178,2023,11,4,2,-0.35249523539390915,pequeña,False,136.0,0.010969469301168244
TXN_002200,1162.0,2024-10-26,transferencia,481.19684556948135,CLP,completada,web,Chile,0.3514448245414095,2024,10,4,5,-0.2408902370339996,pequeña,True,,0.0007303556284237184
TXN_001943,1163.0,2023-04-09,pago,32.26535239760708,EUR,completada,app_movil,Chile,0.0730950545521143,2023,4,2,6,-0.38206320550244055,micro,True,,0.002265434874268886
TXN_003739,1165.0,2023-11-05,pago,619.8081565054661,EUR,completada,web,Mexico,0.5042301205662686,2023,11,4,6,-0.1973019155957366,pequeña,True,,0.0008135261133205527
TXN_004186,1165.0,2024-03-08,transferencia,13046.489161624702,USD,completada,cajero,Chile,1.9630611165496736,2024,3,1,4,3.710446755160652,grande,False,124.0,0.00015046661919774362
TXN_003227,1166.0,2023-01-20,inversion,89.27004981562949,CLP,completada,app_movil,Chile,0.8223314189866596,2023,1,1,4,-0.3641372580615768,micro,False,,0.009211728017235687
TXN_004748,1171.0,2023-09-01,transferencia,98.87726339901226,MXN,completada,app_movil,Mexico,1.7572533204497447,2023,9,3,4,-0.36111613149570854,micro,False,,0.017772066702114037
TXN_003244,1174.0,2024-12-06,transferencia,215.5875976614305,CLP,completada,cajero,Chile,0.2303250873166785,2024,12,4,4,-0.3244148873429363,pequeña,False,,0.0010683596357819827
TXN_002839,1182.0,2023-06-02,deposito,1323.7264398458408,EUR,completada,web,Peru,2.160091929053053,2023,6,2,4,0.024055318480786986,mediana,False,,0.0016318265345705524
TXN_002526,1182.0,2024-01-27,inversion,164.1935339388844,MXN,completada,app_movil,Mexico,0.2367807551344264,2024,1,1,5,-0.3405764902772848,pequeña,True,239.0,0.0014420833114083542
TXN_004078,1183.0,2023-08-23,transferencia,157.62986779523203,USD,completada,app_movil,Peru,1.868857895366923,2023,8,3,2,-0.34264052955193747,pequeña,False,,0.011855988471643266
TXN_003932,1186.0,2023-05-25,transferencia,306.9353882566163,MXN,completada,sucursal,Mexico,0.3714649890450389,2023,5,2,3,-0.2956892600312014,pequeña,False,,0.0012102383865052145
TXN_002806,1187.0,2023-07-15,pago,367.9514278244748,CLP,completada,app_movil,Mexico,6.941679417770371,2023,7,3,5,-0.27650188832528133,pequeña,True,,0.018865749370272276
TXN_000027,1189.0,2023-01-13,transferencia,182.8100950612425,EUR,completada,web,Chile,0.0547341546682307,2023,1,1,4,-0.33472224472692585,pequeña,False,,0.0002994044428995807
TXN_000284,1190.0,2024-05-13,retiro,854.2033194480938,USD,completada,app_movil,Chile,2.70387707629119,2024,5,2,0,-0.12359298349685618,pequeña,False,,0.0031653787976827137
TXN_004044,1191.0,2024-10-31,deposito,6547.08523264095,EUR,completada,web,Chile,1.4450582622492087,2024,10,4,3,1.6666156586890957,mediana,False,,0.00022071780202963755
TXN_003870,1191.0,2024-12-30,retiro,4395.504576517549,USD,completada,app_movil,Chile,1.5596919688620643,2024,12,4,0,0.9900201586092493,mediana,False,60.0,0.0003548379808758543
TXN_003575,1192.0,2023-10-08,inversion,1453.8070782430812,USD,fallida,web,Chile,0.9283848589174336,2023,10,4,6,0.06496104717685251,mediana,True,,0.0006385887596856264
TXN_002484,1193.0,2024-03-12,pago,418.5178346940375,USD,completada,cajero,Chile,5.304018832363332,2024,3,1,1,-0.2606005539989188,pequeña,False,,0.012673340041149976
TXN_004458,1194.0,2023-06-03,pago,118.75153009209927,CLP,completada,app_movil,Argentina,1.5288068667556922,2023,6,2,5,-0.35486638232936435,pequeña,True,,0.012873997207193932
TXN_003491,1195.0,2024-08-01,pago,15719.90272512108,EUR,completada,web,Chile,0.0506789554883246,2024,8,3,3,4.551140122507199,grande,False,,3.223872079522315e-06
TXN_000186,1197.0,2023-03-23,deposito,459.8072997171355,USD,completada,web,Chile,1.1517600962911128,2023,3,1,3,-0.2476164875379076,pequeña,False,,0.0025048756228960548
TXN_003341,1201.0,2023-10-12,retiro,3024.2986654336623,EUR,pendiente,app_movil,Mexico,3.54849381875114,2023,10,4,3,0.558824727249583,mediana,False,,0.001173327839379353
TXN_002570,1201.0,2024-04-01,deposito,16.449929202830745,CLP,completada,cajero,Mexico,0.714251300880234,2024,4,2,0,-0.38703659292112275,micro,False,172.0,0.043419718837289824
TXN_000178,1202.0,2023-01-01,deposito,126.38453589987478,USD,pendiente,app_movil,Mexico,0.6956450761513023,2023,1,1,6,-0.3524660738087768,pequeña,True,,0.00550419456936101
TXN_003701,1203.0,2023-10-15,retiro,62.48687964220613,EUR,pendiente,app_movil,Argentina,3.1965256746234494,2023,10,4,6,-0.3725596113513025,micro,True,,0.05115514957582213
TXN_002208,1204.0,2023-04-11,inversion,353.2199110623452,USD,cancelada,sucursal,Chile,0.7475354940762768,2023,4,2,1,-0.28113442576804043,pequeña,False,,0.0021163458532900566
TXN_003565,1204.0,2024-12-02,deposito,12.543602273467034,USD,completada,app_movil,Mexico,0.2806101344304722,2024,12,4,0,-0.3882649936388584,micro,False,601.0,0.02237077741407947
TXN_003194,1205.0,2024-06-28,retiro,3060.981388092564,MXN,completada,app_movil,Peru,2.306953753357911,2024,6,2,4,0.5703601372799038,mediana,False,,0.000753664743710016
TXN_003800,1206.0,2023-06-18,transferencia,199.35022255703768,USD,completada,web,Mexico,1.058117056497376,2023,6,2,6,-0.32952096361178274,pequeña,True,,0.005307829822937016
TXN_000110,1206.0,2023-07-10,pago,732.3742361294491,CLP,completada,web,Mexico,1.9171310876580168,2023,7,3,0,-0.16190389195276494,pequeña,False,22.0,0.0026176932408080488
TXN_001799,1207.0,2024-01-09,retiro,843.5418041774786,EUR,completada,cajero,Chile,2.504153625717814,2024,1,1,1,-0.12694565040041894,pequeña,False,,0.002968618286985274
TXN_001485,1207.0,2024-08-18,transferencia,24.54801750760953,CLP,completada,app_movil,Mexico,1.9675989495577288,2024,8,3,6,-0.3844900325164877,micro,True,222.0,0.08015306934451231
TXN_001445,1213.0,2023-08-12,pago,465.23461554683496,USD,completada,sucursal,Peru,4.7420061398419575,2023,8,3,5,-0.24590978997235927,pequeña,True,,0.010192719933937465
TXN_003025,1215.0,2023-01-24,inversion,302.4748382304632,USD,completada,cajero,Chile,3.2428148167580333,2023,1,1,1,-0.2970919441773834,pequeña,False,,0.010720940742473432
TXN_004946,1220.0,2023-07-19,transferencia,2001.765891934026,CLP,completada,app_movil,Chile,0.9729089438119528,2023,7,3,2,0.23727458165544127,mediana,False,,0.000486025337794105
TXN_004299,1224.0,2023-01-11,pago,11070.830786104962,USD,completada,web,Peru,0.0966720062630867,2023,1,1,2,3.089172547862215,grande,False,,8.732136560556961e-06
TXN_000801,1224.0,2023-07-05,transferencia,423.814161571292,USD,pendiente,web,Mexico,1.942727766730572,2023,7,3,2,-0.25893504779449006,pequeña,False,175.0,0.004583914231482743
TXN_000263,1225.0,2024-11-30,retiro,75.9749627279184,USD,pendiente,app_movil,Chile,0.3055461485581029,2024,11,4,5,-0.3683180895219797,micro,True,,0.004021668949708144
TXN_003928,1226.0,2023-11-12,transferencia,445.3109251336677,CLP,pendiente,app_movil,Colombia,0.1509044107872763,2023,11,4,6,-0.2521750811387248,pequeña,True,,0.00033887426126358734
TXN_002117,1226.0,2024-07-04,pago,281.6928687052677,MXN,completada,web,Chile,0.0629579251364145,2024,7,3,3,-0.30362713356176746,pequeña,False,235.0,0.00022349846989661184
TXN_002350,1226.0,2024-07-09,transferencia,371.4253216089131,EUR,completada,cajero,Chile,3.550592839874589,2024,7,3,1,-0.2754094724329852,pequeña,False,5.0,0.009559372054911038
TXN_003009,1232.0,2023-05-28,transferencia,132.1100053737567,CLP,completada,cajero,Mexico,1.2051145220416704,2023,5,2,6,-0.3506656175391743,pequeña,True,,0.009122053387495077
TXN_000762,1232.0,2024-03-18,pago,450.26179283797256,USD,completada,web,Peru,2.953295555189191,2024,3,1,0,-0.25061820954263103,pequeña,False,295.0,0.006559063198711019
TXN_002892,1234.0,2023-03-07,inversion,473.43019724159166,USD,completada,web,Chile,2.8438922257788555,2023,3,1,1,-0.24333257136824704,pequeña,False,,0.006006993728639612
TXN_002938,1234.0,2023-09-06,pago,38.33454557766,EUR,completada,web,Chile,0.0027257013955556,2023,9,3,2,-0.3801546603670061,micro,False,183.0,7.110300525237061e-05
TXN_000828,1235.0,2024-11-28,pago,306.63179067997186,EUR,completada,cajero,Chile,2.146802489018486,2024,11,4,3,-0.2957847306581603,pequeña,False,,0.007001239122198778
TXN_001808,1236.0,2024-06-25,retiro,117.69192718966298,USD,completada,cajero,Colombia,2.8298061064668025,2024,6,2,1,-0.35519958971046794,pequeña,False,,0.024044181908131314
TXN_003564,1238.0,2023-11-02,transferencia,280.4022910317287,EUR,completada,web,Mexico,0.2498737353918353,2023,11,4,3,-0.304032974283534,pequeña,False,,0.000891125869451477
TXN_003487,1241.0,2024-12-22,retiro,3732.70453865962,EUR,completada,cajero,Chile,2.197466800412311,2024,12,4,6,0.7815931485452089,mediana,True,,0.000588706332808597
TXN_004587,1242.0,2024-09-22,retiro,329.89354434139955,CLP,completada,web,Chile,0.2128937009762508,2024,9,3,6,-0.2884697374662968,pequeña,True,,0.000645340609502597
TXN_004433,1244.0,2023-01-07,transferencia,820.2161550635722,USD,completada,app_movil,Chile,0.2067187402356776,2023,1,1,5,-0.13428073643681498,pequeña,True,,0.0002520295887364661
TXN_000637,1249.0,2023-12-22,transferencia,129.9056993880398,MXN,completada,web,Peru,0.2030304045260251,2023,12,4,4,-0.3513587932778995,pequeña,False,,0.0015629060578747614
TXN_004114,1249.0,2024-05-15,pago,8138.983923760426,EUR,completada,app_movil,Mexico,0.1021454225337056,2024,5,2,2,2.167211110655578,mediana,False,145.0,1.2550144279743424e-05
TXN_003639,1249.0,2024-08-07,transferencia,156.8312903232853,EUR,completada,app_movil,Chile,0.1998348863444155,2024,8,3,2,-0.34289165373008373,pequeña,False,84.0,0.0012742029089506594
TXN_000592,1255.0,2024-12-24,transferencia,918.7836857275216,USD,completada,cajero,Peru,2.226407995209956,2024,12,4,1,-0.10328475796331009,pequeña,False,,0.0024232123728307347
TXN_002314,1258.0,2024-07-08,deposito,767.8230871599352,USD,completada,app_movil,Mexico,4.179339321945459,2024,7,3,0,-0.15075649061228172,pequeña,False,,0.005443101922611134
TXN_000813,1260.0,2024-12-20,deposito,1980.689128256131,USD,fallida,web,Mexico,1.9208712136835515,2024,12,4,4,0.2306466900074452,mediana,False,,0.00096979944317398
TXN_000215,1262.0,2023-05-10,pago,173.361391599822,EUR,completada,app_movil,Chile,1.529032351753226,2023,5,2,2,-0.3376935255038708,pequeña,False,,0.008819912770905537
TXN_004630,1262.0,2024-01-16,inversion,477.76711522005405,USD,completada,app_movil,Chile,1.5587087450059536,2024,1,1,1,-0.24196876509861365,pequeña,False,251.0,0.0032624864611873303
TXN_002441,1264.0,2023-01-22,pago,68.55594527972335,EUR,completada,web,Chile,0.2400587420273205,2023,1,1,6,-0.3706511063234538,micro,True,,0.0035016473195406757
TXN_002351,1264.0,2023-11-09,transferencia,104.22210720662048,USD,completada,app_movil,Peru,0.6250303029145909,2023,11,4,3,-0.35943536844433727,pequeña,False,291.0,0.0059970990768347015
TXN_001564,1269.0,2023-12-08,transferencia,40.94467826710501,USD,fallida,app_movil,Peru,4.657457661700216,2023,12,4,4,-0.3793338665811614,micro,False,,0.11375001242693905
TXN_003940,1269.0,2024-07-08,transferencia,501.2716835694016,USD,completada,app_movil,Mexico,0.7014474873838842,2024,7,3,0,-0.23457741533385928,pequeña,False,213.0,0.0013993359496971625
TXN_004093,1270.0,2023-06-20,transferencia,146.44460105030493,EUR,completada,web,Chile,3.8914324360737846,2023,6,2,1,-0.34615789764375043,pequeña,False,,0.02657272721673806
TXN_003156,1270.0,2024-08-04,deposito,439.9368614894702,CLP,completada,cajero,Peru,2.319460005388308,2024,8,3,6,-0.2538650327882056,pequeña,True,411.0,0.005272256563215547
