id_cliente,nombre_cliente,edad,genero,segmento,score,saldo,limite,pais,activo,fecha_registro,segmento_numerico,genero_numerico,saldo_normalizado,antiguedad_dias,ratio_saldo_limite
1023,Cliente_23,43,M,silver,536,2830.536960753994,9374.63400420373,Mexico,True,2020-01-12 12:00:00,2,1,0.02743857740265968,1991,0.3019
1024,Cliente_24,36,F,basic,535,5809.909946351693,10148.575301980823,Chile,False,2020-01-13 00:00:00,1,2,0.056875510117985466,1991,0.5725
1025,Cliente_25,47,F,silver,373,1413.1582047033785,2133.294842380184,Mexico,True,2020-01-13 12:00:00,2,2,0.013434529142947094,1990,0.6624
1026,Cliente_26,42,O,gold,328,4401.289040978836,26317.71297413018,Colombia,True,2020-01-14 00:00:00,3,3,0.04295799156179717,1990,0.1672
1028,Cliente_28,48,M,silver,322,5284.954761312766,12882.334467499211,Chile,True,2020-01-15 00:00:00,2,1,0.051688824686100136,1989,0.4102
1029,Cliente_29,25,F,premium,815,2937.7969787482075,2380.88163320216,Peru,True,2020-01-15 12:00:00,4,2,0.028498332575309496,1988,1.2339
1030,Cliente_30,22,M,basic,543,5559.13426724341,19053.31846289876,Mexico,True,2020-01-16 00:00:00,1,1,0.05439778516436751,1988,0.2918
1031,Cliente_31,40,F,silver,845,998.1554918284348,12728.519225923645,Chile,True,2020-01-16 12:00:00,2,2,0.009334200988455681,1987,0.0784
1032,Cliente_32,33,F,basic,326,11024.009910254605,26366.84266723092,Mexico,True,2020-01-17 00:00:00,1,2,0.10839209114035155,1987,0.4181
1033,Cliente_33,28,F,gold,382,9574.30539116924,12266.445242287307,Mexico,True,2020-01-17 12:00:00,3,2,0.09406865644731043,1986,0.7805
1034,Cliente_34,34,F,silver,458,2082.6676286414145,10757.246001961908,Colombia,True,2020-01-18 00:00:00,2,2,0.020049445757956533,1986,0.1936
1035,Cliente_35,29,F,basic,776,1515.1250692676977,6234.559216786788,Colombia,True,2020-01-18 12:00:00,1,2,0.014441986667024244,1985,0.243
1036,Cliente_36,63,F,gold,470,654.5023727374574,2021.997907681635,Mexico,True,2020-01-19 00:00:00,3,2,0.005938824245431503,1985,0.3237
1037,Cliente_37,44,F,silver,494,736.8151375344055,46366.34992505213,Chile,True,2020-01-19 12:00:00,2,2,0.006752094463914774,1984,0.0159
1039,Cliente_39,51,O,silver,430,3586.026534825816,10615.404365159928,Mexico,True,2020-01-20 12:00:00,2,3,0.03490299889892322,1983,0.3378
1040,Cliente_40,37,M,silver,799,3795.829585669464,4193.85801268006,Mexico,True,2020-01-21 00:00:00,2,1,0.03697590427901801,1983,0.9051
1041,Cliente_41,36,M,silver,760,24136.22661351233,3434.463555351316,Colombia,True,2020-01-21 12:00:00,2,1,0.2379439944127562,1982,7.0277
1042,Cliente_42,53,O,basic,326,1612.8225092749544,8498.331985605866,Peru,False,2020-01-22 00:00:00,1,3,0.0154072612338057,1982,0.1898
1043,Cliente_43,29,F,silver,544,1431.6751664987312,11304.077214323614,Mexico,True,2020-01-22 12:00:00,2,2,0.013617481247667446,1981,0.1267
1044,Cliente_44,24,M,gold,429,2665.5418173107005,33055.28245086492,Colombia,False,2020-01-23 00:00:00,3,1,0.025808385090594594,1981,0.0806
1045,Cliente_45,49,M,basic,619,992.9948286922756,18120.87016021845,Chile,True,2020-01-23 12:00:00,1,1,0.009283212376341679,1980,0.0548
1046,Cliente_46,42,F,gold,531,18678.884312640384,10147.023412074515,Colombia,False,2020-01-24 00:00:00,3,2,0.1840241196968885,1980,1.8408
1047,Cliente_47,42,M,silver,471,25624.31225906966,7723.091715557992,Mexico,True,2020-01-24 12:00:00,2,1,0.25264664400871656,1979,3.3179
1048,Cliente_48,34,M,premium,538,7713.205961026447,10675.875893759525,Colombia,True,2020-01-25 00:00:00,4,1,0.07568053956282642,1979,0.7225
1049,Cliente_49,48,O,basic,631,9107.971040120576,6574.15682310734,Peru,True,2020-01-25 12:00:00,1,3,0.08946115917153354,1978,1.3854
1050,Cliente_50,19,F,basic,706,2455.1419484218554,9968.817943958498,Chile,True,2020-01-26 00:00:00,1,2,0.02372958300245933,1978,0.2463
1052,Cliente_52,34,F,gold,590,13332.92372629675,5202.079772228268,Chile,True,2020-01-27 00:00:00,3,2,0.13120472352202153,1977,2.563
1053,Cliente_53,49,F,basic,481,2026.6621828784157,7776.402956561272,Chile,True,2020-01-27 12:00:00,1,2,0.01949609827625931,1976,0.2606
1054,Cliente_54,58,F,gold,679,16636.178173418233,10497.084839679514,Chile,False,2020-01-28 00:00:00,3,2,0.16384168417500558,1976,1.5848
1055,Cliente_55,48,F,basic,381,2897.037736630575,7369.719935644856,Chile,True,2020-01-28 12:00:00,1,2,0.02809562130903153,1975,0.3931
1056,Cliente_56,26,F,basic,636,2649.4052699776325,9456.787997558566,Mexico,True,2020-01-29 00:00:00,1,2,0.025648952062102562,1975,0.2802
1057,Cliente_57,26,F,silver,359,1040.3000894671122,3905.401731840685,Peru,True,2020-01-29 12:00:00,2,2,0.009750599905610844,1974,0.2664
1058,Cliente_58,58,F,basic,670,3884.8999140625247,3100.0238021531736,Chile,True,2020-01-30 00:00:00,1,2,0.03785594087615206,1974,1.2532
1059,Cliente_59,53,F,gold,582,11430.903053856082,7785.660589046444,Mexico,True,2020-01-30 12:00:00,3,2,0.11241229476991531,1973,1.4682
1060,Cliente_60,48,F,basic,720,197.98469076032345,2102.1536127087875,Chile,False,2020-01-31 00:00:00,1,2,0.001428318057492276,1973,0.0942
1061,Cliente_61,53,M,gold,360,4499.971200134022,16122.639330317405,Mexico,True,2020-01-31 12:00:00,3,1,0.04393299539424668,1972,0.2791
1062,Cliente_62,42,M,gold,703,7122.7999021090845,2697.9192082902578,Colombia,True,2020-02-01 00:00:00,3,1,0.06984718351271627,1972,2.6401
1063,Cliente_63,36,M,basic,477,3439.3250173322663,5928.316938189618,Peru,True,2020-02-01 12:00:00,1,1,0.033453552078881156,1971,0.5802
1064,Cliente_64,37,M,silver,720,281.1682871014095,12118.27900161952,Chile,True,2020-02-02 00:00:00,2,1,0.0022501923043046924,1971,0.0232
1065,Cliente_65,49,M,basic,432,583.5973779030517,16860.587566940823,Mexico,True,2020-02-02 12:00:00,1,1,0.005238265580165159,1970,0.0346
1066,Cliente_66,43,M,basic,629,2708.19092196278,13543.250867486156,Colombia,True,2020-02-03 00:00:00,1,1,0.02622976866025205,1970,0.2
1068,Cliente_68,53,M,gold,564,74776.66507110727,63446.58221012903,Argentina,True,2020-02-04 00:00:00,3,1,0.7382838936992385,1969,1.1786
1069,Cliente_69,48,M,basic,588,14147.44966929027,3488.824359403362,Chile,True,2020-02-04 12:00:00,1,1,0.13925243876099735,1968,4.0551
1070,Cliente_70,44,F,premium,707,859.2274685135839,10413.709289420329,Chile,True,2020-02-05 00:00:00,4,2,0.007961558189329256,1968,0.0825
1071,Cliente_71,61,M,gold,369,8501.331856046334,13444.841675323256,Chile,True,2020-02-05 12:00:00,3,1,0.08346741588044602,1967,0.6323
1072,Cliente_72,27,M,silver,806,6661.142497748706,10778.459943149512,Chile,True,2020-02-06 00:00:00,2,1,0.06528589561241595,1967,0.618
1073,Cliente_73,24,M,basic,356,1929.355028845904,5588.7518245243,Colombia,True,2020-02-06 12:00:00,1,1,0.01853467983022334,1966,0.3452
1074,Cliente_74,47,M,basic,837,9696.278322107704,8473.849447408882,Mexico,True,2020-02-07 00:00:00,1,1,0.09527377879301309,1966,1.1443
1075,Cliente_75,28,O,silver,471,243.7729384424147,11849.242354538028,Mexico,True,2020-02-07 12:00:00,2,3,0.0018807171269226493,1965,0.0206
1076,Cliente_76,64,F,basic,619,1977.9429867432025,21926.824945043063,Chile,True,2020-02-08 00:00:00,1,2,0.01901474072032063,1965,0.0902
1077,Cliente_77,29,F,basic,794,1592.194853831562,11833.078069849038,Mexico,True,2020-02-08 12:00:00,1,2,0.015203454960372552,1964,0.1346
1078,Cliente_78,29,F,silver,731,25770.0327436548,1772.107610841145,Peru,True,2020-02-09 00:00:00,2,2,0.25408639798403726,1964,14.542
1079,Cliente_79,33,M,gold,494,941.5660916063498,15235.04358849617,Mexico,True,2020-02-09 12:00:00,3,1,0.008775083894090279,1963,0.0618
1080,Cliente_80,35,F,gold,347,6784.605688297497,5877.454780770538,Mexico,True,2020-02-10 00:00:00,3,2,0.06650574208701743,1963,1.1543
1081,Cliente_81,34,F,silver,473,1306.367430898374,6958.981746621577,Argentina,True,2020-02-10 12:00:00,2,2,0.012379410217484713,1962,0.1877
1082,Cliente_82,36,F,premium,651,10671.156974988697,3246.472379793105,Colombia,True,2020-02-11 00:00:00,4,2,0.10490581796675492,1962,3.287
1083,Cliente_83,34,M,silver,697,1775.919575401559,9037.232940025631,Chile,False,2020-02-11 12:00:00,2,1,0.017018700078436547,1961,0.1965
1085,Cliente_85,47,M,silver,810,2875.7382919753627,19026.283107283984,Argentina,True,2020-02-12 12:00:00,2,1,0.02788517759412233,1960,0.1511
1086,Cliente_86,33,M,basic,673,8205.953766625198,3140.559129581588,Peru,True,2020-02-13 00:00:00,1,1,0.08054900822020904,1960,2.6129
1087,Cliente_87,37,F,silver,539,5582.134660482085,6906.792484867357,Peru,True,2020-02-13 12:00:00,2,2,0.054625034666684204,1959,0.8082
1088,Cliente_88,21,M,premium,302,497.0040128148162,18159.42575640953,Argentina,True,2020-02-14 00:00:00,4,1,0.004382701985402733,1959,0.0274
1090,Cliente_90,38,F,basic,548,1377.3496591903145,1575.4081179733068,Colombia,True,2020-02-15 00:00:00,1,2,0.013080731968173328,1958,0.8743
1091,Cliente_91,63,M,premium,763,914.2285163415504,5235.053819856083,Colombia,True,2020-02-15 12:00:00,4,1,0.008504981974135932,1957,0.1746
1092,Cliente_92,62,M,gold,446,1009.833233978718,24450.04971013365,Mexico,True,2020-02-16 00:00:00,3,1,0.009449579932819658,1957,0.0413
1093,Cliente_93,26,O,basic,455,1713.9088990747962,27056.39466096543,Mexico,True,2020-02-16 12:00:00,1,3,0.0164060194521817,1956,0.0633
1094,Cliente_94,28,F,gold,593,6064.849588118262,7035.151687794057,Chile,False,2020-02-17 00:00:00,3,2,0.05939437603958347,1956,0.8621
1095,Cliente_95,42,F,basic,416,2139.9815706877807,6505.734513077943,Chile,True,2020-02-17 12:00:00,1,2,0.02061572150249226,1955,0.3289
1097,Cliente_97,31,M,basic,409,991.6669936551024,7503.811877778658,Mexico,True,2020-02-18 12:00:00,1,1,0.009270093041892696,1954,0.1322
1098,Cliente_98,43,M,silver,755,5077.3031238684425,5131.951933968829,Colombia,True,2020-02-19 00:00:00,2,1,0.04963717579580535,1954,0.9894
1099,Cliente_99,36,M,premium,418,2608.501553938808,1781.3702140602134,Argentina,True,2020-02-19 12:00:00,4,1,0.02524481335820003,1953,1.4643
1102,Cliente_102,18,M,basic,683,7851.308914930819,8487.835033567375,Colombia,True,2020-02-21 00:00:00,1,1,0.0770450304746802,1952,0.925
1103,Cliente_103,38,M,silver,749,7470.090571316867,28020.432507787747,Colombia,True,2020-02-21 12:00:00,2,1,0.07327850013925105,1951,0.2666
1104,Cliente_104,27,F,basic,539,2640.8153903935654,7172.201512701986,Colombia,True,2020-02-22 00:00:00,1,2,0.02556408195400557,1951,0.3682
1105,Cliente_105,63,M,silver,555,1012.5958764459596,9987.92659376747,Peru,False,2020-02-22 12:00:00,2,1,0.009476875515084051,1950,0.1014
1106,Cliente_106,19,O,basic,455,2274.403126664458,58109.62627810504,Peru,False,2020-02-23 00:00:00,1,3,0.02194383930375541,1950,0.0391
1107,Cliente_107,58,M,premium,324,1271.9349734840146,1765.2898599942614,Chile,True,2020-02-23 12:00:00,4,1,0.012039209129192143,1949,0.7205
1108,Cliente_108,21,F,premium,553,126.47271071882696,9446.688175626845,Argentina,True,2020-02-24 00:00:00,4,2,0.0007217622301429368,1949,0.0134
1109,Cliente_109,77,F,gold,398,2245.6753668489027,20241.52891710691,Peru,True,2020-02-24 12:00:00,3,2,0.021660002020930987,1948,0.1109
1110,Cliente_110,49,F,basic,679,226.1880976867367,10406.3105468411,Peru,True,2020-02-25 00:00:00,1,2,0.001706974605715367,1948,0.0217
1112,Cliente_112,58,M,silver,716,1481.1619010789104,37908.97017624182,Argentina,True,2020-02-26 00:00:00,2,1,0.014106422270889377,1947,0.0391
1113,Cliente_113,33,M,basic,791,19026.772511567327,15854.434395902032,Chile,True,2020-02-26 12:00:00,1,1,0.18746134006297632,1946,1.2001
1114,Cliente_114,53,F,silver,469,718.4748562294726,10045.642180131004,Peru,True,2020-02-27 00:00:00,2,2,0.006570888005588392,1946,0.0715
1115,Cliente_115,39,F,silver,838,3943.774864811611,2682.544110888008,Colombia,True,2020-02-27 12:00:00,2,2,0.038437639767897665,1945,1.4702
1116,Cliente_116,34,F,basic,529,2040.7686928953583,50662.19029347276,Chile,True,2020-02-28 00:00:00,1,2,0.019635474040295618,1945,0.0403
1117,Cliente_117,36,M,silver,307,5181.825064752124,12957.182852320826,Peru,True,2020-02-28 12:00:00,2,1,0.05066987809791437,1944,0.3999
1118,Cliente_118,22,M,basic,489,1345.336268843331,11576.19185107138,Colombia,False,2020-02-29 00:00:00,1,1,0.012764431853287055,1944,0.1162
1119,Cliente_119,33,M,silver,671,448.3629401698077,12944.98924800144,Mexico,True,2020-02-29 12:00:00,2,1,0.0039021163086264687,1943,0.0346
1120,Cliente_120,20,F,premium,303,3389.60034806365,17438.635807891947,Colombia,True,2020-03-01 00:00:00,4,2,0.03296226020282945,1943,0.1944
1121,Cliente_121,32,F,basic,353,3043.3198436040125,8877.920049000571,Chile,True,2020-03-01 12:00:00,1,2,0.02954092425070713,1942,0.3428
1122,Cliente_122,42,M,basic,475,3734.396639098871,7373.31658363515,Mexico,True,2020-03-02 00:00:00,1,1,0.03636893176384635,1942,0.5065
1123,Cliente_123,55,F,silver,752,2079.960337734248,1347.810350046971,Chile,True,2020-03-02 12:00:00,2,2,0.020022697062623548,1941,1.5432
1124,Cliente_124,62,M,silver,445,1944.9379726267864,4323.997304233887,Mexico,True,2020-03-03 00:00:00,2,1,0.018688643120419624,1941,0.4498
1125,Cliente_125,39,F,silver,548,7825.951450755313,39516.879557936016,Mexico,True,2020-03-03 12:00:00,2,2,0.07679449253586758,1940,0.198
1126,Cliente_126,23,M,basic,328,7009.440233855865,4169.722447428182,Chile,True,2020-03-04 00:00:00,1,1,0.06872716230586082,1940,1.681
1127,Cliente_127,39,F,basic,448,1135.5950819059055,6389.791237199238,Mexico,True,2020-03-04 12:00:00,1,2,0.010692137703694048,1939,0.1777
1128,Cliente_128,37,F,premium,786,2494.726071465088,3221.852514634612,Mexico,True,2020-03-05 00:00:00,4,2,0.02412068380529656,1939,0.7743
1129,Cliente_129,59,M,basic,493,704.6881391096504,12182.379388494794,Colombia,True,2020-03-05 12:00:00,1,1,0.006434671873474937,1938,0.0578
1130,Cliente_130,53,M,silver,379,5892.9210427870285,6602.460054049422,Chile,True,2020-03-06 00:00:00,2,1,0.05769568002360142,1938,0.8925
1131,Cliente_131,43,M,premium,388,5190.19984472946,6418.323979345351,Colombia,True,2020-03-06 12:00:00,4,1,0.05075262296936559,1937,0.8087
1132,Cliente_132,62,M,silver,450,16299.21663195049,4270.3709341684535,Mexico,True,2020-03-07 00:00:00,2,1,0.16051242185310516,1937,3.8168
1133,Cliente_133,32,O,gold,808,7216.996949101373,11314.492805611591,Chile,True,2020-03-07 12:00:00,3,3,0.07077787334164956,1936,0.6379
1134,Cliente_134,49,F,basic,616,3693.718557213567,26304.12747003409,Colombia,True,2020-03-08 00:00:00,1,2,0.035967022380484596,1936,0.1404
1135,Cliente_135,32,M,premium,479,65859.23432583145,2092.3043672592867,Mexico,True,2020-03-08 12:00:00,4,1,0.6501775001354931,1935,31.4769
1136,Cliente_136,32,F,basic,704,4522.47223718689,6356.308275899153,Mexico,True,2020-03-09 00:00:00,1,2,0.04415531113549566,1935,0.7115
1138,Cliente_138,41,M,premium,591,339.5269918978016,4398.640521420594,Peru,True,2020-03-10 00:00:00,4,1,0.002826790559960932,1934,0.0772
1139,Cliente_139,41,M,basic,787,7900.183702781651,20442.174878380632,Chile,True,2020-03-10 12:00:00,1,1,0.07752792531476756,1933,0.3865
1140,Cliente_140,37,F,silver,493,54173.74788018701,20648.701435430023,Mexico,False,2020-03-11 00:00:00,2,2,0.5347220402420487,1933,2.6236
1141,Cliente_141,46,F,basic,342,4204.197410204392,9736.545349139637,Colombia,True,2020-03-11 12:00:00,1,2,0.04101067811634844,1932,0.4318
1142,Cliente_142,54,F,basic,742,7636.573720676451,4708.027989066971,Mexico,False,2020-03-12 00:00:00,1,2,0.07492339431316747,1932,1.622
1143,Cliente_143,39,M,basic,501,11283.6533417621,20297.36151265564,Mexico,True,2020-03-12 12:00:00,1,1,0.11095743165334178,1931,0.5559
1144,Cliente_144,49,M,basic,372,25914.787367918776,6399.670560582636,Argentina,True,2020-03-13 00:00:00,1,1,0.2555166090235041,1931,4.0494
1145,Cliente_145,25,F,gold,520,6193.248676470647,17726.7664740446,Chile,True,2020-03-13 12:00:00,3,2,0.06066299038992138,1930,0.3494
1146,Cliente_146,56,F,silver,687,446.3495331336661,57203.69597965722,Chile,True,2020-03-14 00:00:00,2,2,0.0038822233553984014,1930,0.0078
1147,Cliente_147,47,F,basic,832,3923.665683788288,8106.439225769735,Mexico,True,2020-03-14 12:00:00,1,2,0.03823895614835577,1929,0.484
1148,Cliente_148,67,M,gold,303,7573.43604564416,8473.849447408882,Chile,True,2020-03-15 00:00:00,3,1,0.07429957866446822,1929,0.8937
1149,Cliente_149,43,M,basic,687,6885.228025086075,4635.484767632775,Mexico,True,2020-03-15 12:00:00,1,1,0.06749991534831186,1928,1.4853
1150,Cliente_150,25,M,basic,460,2482.7173117890266,18307.96980706284,Mexico,True,2020-03-16 00:00:00,1,1,0.024002034326937333,1928,0.1356
1151,Cliente_151,58,M,silver,795,1917.6569452838503,9594.551882098602,Chile,True,2020-03-16 12:00:00,2,1,0.018419099907743326,1927,0.1999
1152,Cliente_152,49,M,silver,387,1932.037520085888,2962.994774599488,Argentina,True,2020-03-17 00:00:00,2,1,0.018561183498788027,1927,0.6521
1153,Cliente_153,47,M,gold,489,2492.42141633493,4577.736115731782,Mexico,True,2020-03-17 12:00:00,3,1,0.024097913249771476,1926,0.5445
1155,Cliente_155,62,F,silver,434,5714.104179702373,6658.037441064646,Peru,True,2020-03-18 12:00:00,2,2,0.05592892574596181,1925,0.8582
1156,Cliente_156,55,M,basic,793,4680.154901801807,3371.70495271694,Chile,True,2020-03-19 00:00:00,1,1,0.0457132543708947,1925,1.3881
1157,Cliente_157,44,M,silver,560,1775.333124708065,9414.479117269571,Colombia,True,2020-03-19 12:00:00,2,1,0.01701290580236279,1924,0.1886
1159,Cliente_159,34,M,silver,685,4693.661298029088,6987.203585397074,Mexico,True,2020-03-20 12:00:00,2,1,0.04584670086413034,1923,0.6718
1160,Cliente_160,68,F,gold,549,2106.120950167026,12494.167871665528,Mexico,True,2020-03-21 00:00:00,3,2,0.020281170302361578,1923,0.1686
1161,Cliente_161,47,F,basic,802,20513.14871748212,10621.30582875416,Chile,True,2020-03-21 12:00:00,1,2,0.20214709997779187,1922,1.9313
1162,Cliente_162,21,M,premium,390,8906.62833765587,8328.553277582667,Peru,True,2020-03-22 00:00:00,4,1,0.0874718440995952,1922,1.0694
1163,Cliente_163,31,F,silver,562,4487.601717981034,4962.298283601447,Mexico,True,2020-03-22 12:00:00,2,2,0.04381078188972037,1921,0.9043
1164,Cliente_164,34,F,basic,693,1203.9185858847247,1949.613370261836,Argentina,True,2020-03-23 00:00:00,1,2,0.011367190608859701,1921,0.6175
1165,Cliente_165,56,M,silver,721,589.0375120884676,37668.643274729846,Peru,True,2020-03-23 12:00:00,2,1,0.005292015434497783,1920,0.0156
1167,Cliente_167,55,F,basic,786,3552.2221477120675,8261.365266808412,Chile,True,2020-03-24 12:00:00,1,2,0.034569003298586996,1919,0.43
1168,Cliente_168,51,F,silver,512,370.87830845034665,15799.542585024155,Colombia,True,2020-03-25 00:00:00,2,2,0.00313654922406757,1919,0.0235
1169,Cliente_169,73,F,gold,670,5261.972117222624,7895.946376330626,Argentina,False,2020-03-25 12:00:00,3,2,0.0514617505497056,1918,0.6664
1170,Cliente_170,47,M,basic,747,3162.840302629795,4368.395585165578,Colombia,True,2020-03-26 00:00:00,1,1,0.0307218155749738,1918,0.724
1171,Cliente_171,21,M,gold,571,120.9045523520183,8595.346754271444,Chile,True,2020-03-26 12:00:00,3,1,0.0006667474656322952,1917,0.0141
1172,Cliente_172,39,M,silver,451,1067.3728860416763,9069.772219908396,Chile,True,2020-03-27 00:00:00,2,1,0.010018085747441846,1917,0.1177
1173,Cliente_173,25,M,basic,794,1155.8290295947572,26676.66422997884,Colombia,True,2020-03-27 12:00:00,1,1,0.010892054048361669,1916,0.0433
1174,Cliente_174,45,M,basic,613,689.413743057175,8743.165647590222,Colombia,False,2020-03-28 00:00:00,1,1,0.00628375711018834,1916,0.0789
1175,Cliente_175,66,M,silver,806,4745.686234394795,31688.549370425226,Chile,True,2020-03-28 12:00:00,2,1,0.046360719940868794,1915,0.1498
1176,Cliente_176,27,M,gold,477,25486.011984947883,7125.069886427719,Peru,True,2020-03-29 00:00:00,3,1,0.2512802035249256,1915,3.5769
1177,Cliente_177,53,M,silver,437,5199.339440864833,5148.436917934409,Colombia,True,2020-03-29 12:00:00,2,1,0.050842924411240366,1914,1.0099
1178,Cliente_178,30,F,basic,383,6365.66569888051,26676.743789220764,Mexico,True,2020-03-30 00:00:00,1,2,0.062366512678735365,1914,0.2386
1180,Cliente_180,63,F,silver,329,5495.111486929547,8617.53215721206,Chile,True,2020-03-31 00:00:00,2,2,0.053765224459327354,1913,0.6377
1181,Cliente_181,43,F,silver,612,2392.2312159309986,10655.77493366598,Mexico,True,2020-03-31 12:00:00,2,2,0.023108009601492986,1912,0.2245
1182,Cliente_182,47,F,silver,571,2983.7872014616355,10180.356750338691,Mexico,True,2020-04-01 00:00:00,2,2,0.02895272720737549,1912,0.2931
1183,Cliente_183,52,F,basic,321,1444.6879138396632,9595.78118452745,Argentina,True,2020-04-01 12:00:00,1,2,0.013746050369347826,1911,0.1506
1185,Cliente_185,36,F,gold,383,8986.760270792816,55093.72728109034,Colombia,True,2020-04-02 12:00:00,3,2,0.0882635671686785,1910,0.1631
1187,Cliente_187,32,M,silver,702,2264.37516707037,12642.801177307105,Chile,True,2020-04-03 12:00:00,2,1,0.021844760613953854,1909,0.1791
1188,Cliente_188,57,F,silver,816,26652.16742733933,9436.073434485304,Chile,True,2020-04-04 00:00:00,2,2,0.2628021040923369,1909,2.8245
1189,Cliente_189,46,M,premium,781,901.787050906944,1081.059687809297,Colombia,True,2020-04-04 12:00:00,4,1,0.008382057257207585,1908,0.8342
1190,Cliente_190,30,M,silver,575,6427.038151648327,8903.867555325329,Peru,True,2020-04-05 00:00:00,2,1,0.0629728875003619,1908,0.7218
1191,Cliente_191,40,F,basic,698,35019.74605542459,6469.163918041499,Peru,True,2020-04-05 12:00:00,1,2,0.3454758244542505,1907,5.4133
1192,Cliente_192,37,M,silver,849,4927.665966574328,5191.428352729613,Colombia,True,2020-04-06 00:00:00,2,1,0.04815872413759653,1907,0.9492
1193,Cliente_193,44,F,basic,428,740.9192780344807,3529.5033271399943,Mexico,True,2020-04-06 12:00:00,1,2,0.00679264437436203,1906,0.2099
1194,Cliente_194,30,M,basic,304,9643.84876546252,34278.382107789555,Mexico,True,2020-04-07 00:00:00,1,1,0.0947557619690977,1906,0.2813
1195,Cliente_195,38,F,silver,781,1549.1153548647935,3326.370538389975,Colombia,False,2020-04-07 12:00:00,2,2,0.014777818989775766,1905,0.4657
1196,Cliente_196,42,O,gold,737,1426.134339787819,6952.6383129925325,Chile,True,2020-04-08 00:00:00,3,3,0.013562736526591955,1905,0.2051
1197,Cliente_197,46,F,basic,616,1009.2262188425582,5334.267619371105,Mexico,True,2020-04-08 12:00:00,1,2,0.00944358247503015,1904,0.1892
1198,Cliente_198,43,F,silver,424,21037.192032660787,3477.283076570416,Chile,False,2020-04-09 00:00:00,2,2,0.20732477591276247,1904,6.0499
1200,Cliente_200,21,F,gold,582,988.3089855095932,11566.31737323708,Chile,True,2020-04-10 00:00:00,3,2,0.009236915101327781,1903,0.0854
